Week,Year,Title,Studio,Weekly Gross,Theater Count
41,2017,Home Again,ORF,224628,361
41,2017,Hubble 3D,WB,7778,2
41,2017,Human Flow,Magn.,68838,3
41,2017,I Can Speak,CJ,11376,2
41,2017,In Pursuit of Silence,CGld,3071,2
41,2017,Ingrid Goes West,Neon,2510,5
41,2017,Island of Lemurs: Madagascar (IMAX),WB,8962,3
41,2017,It,WB (NL),7855095,3176
41,2017,Journey to the South Pacific,Imax,8705,2
41,2017,Judwaa 2,FIP,128554,106
41,2017,Just One Drop,Gathr,6018,3
41,2017,Kidnap (2017),Aviron,41577,61
41,2017,Kingsman: The Golden Circle,Fox,7231892,2982
41,2017,Leap!,Wein.,124796,185
41,2017,Logan Lucky,BST,14761,41
41,2017,Lost in Paris,Osci.,2210,6
41,2017,Loving Vincent,Good Deed,506177,55
41,2017,Lucky (2017),Magn.,170700,65
41,2017,Machines,KL,121,1
41,2017,Man From Earth: Holocene,PDF,3567,2
41,2017,Man from Outerspace,Indic.,1246,2
41,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,1796,4
41,2017,Marjorie Prime,FR,808,1
41,2017,Mark Felt: The Man Who Brought Down the White House,SPC,165793,89
41,2017,Marshall,ORF,3951991,821
41,2017,Maudie,SPC,2420,9
41,2017,May It Last: A Portrait Of The Avett Brothers,Osci.,3115,4
41,2017,Memoir of a Murderer,WGUSA,191,1
41,2017,Menashe,A24,8008,7
41,2017,mother!,Par.,193643,159
41,2017,My Little Pony: The Movie,LGF,5016165,2528
41,2017,Night of the Living Dead (2017 4k Restoration),Jan.,8663,1
41,2017,Paradise (2017),FM,3723,3
41,2017,Paradise Club,Indic.,2242,2
41,2017,Polina,Osci.,1143,2
41,2017,Pop Aye,KL,638,1
41,2017,Professor Marston & the Wonder Women,Annapurna,1080446,1229
41,2017,Rat Film,CGld,1105,1
41,2017,Rebel in the Rye,IFC,7056,14
41,2017,Red Christmas,Artsploitati,95,1
41,2017,Ribbons,Indic.,2351,2
41,2017,Rumble: The Indians Who Rocked The World,KL,2981,4
41,2017,Saving Brinton,BOP,6498,2
41,2017,School Life,Magn.,1709,10
41,2017,Signature Move,Newcity,1660,1
41,2017,Simple Creature,Indic.,1152,1
41,2017,So B. It,Good Deed,25423,22
41,2017,Spider-Man: Homecoming,Sony,370987,306
41,2017,Stronger,RAtt.,163153,174
41,2017,Super Dark Times,Orch.,1829,5
41,2017,Take Every Wave: The Life of Liard Hamilton,IFC,49146,23
41,2017,Te Ata,Pala.,10296,10
41,2017,The Big Sick,LGF,37556,64
41,2017,The Challenge (2017),KL,633,1
41,2017,The Dark Tower,Sony,32141,59
41,2017,The Departure,Mats.,7302,1
41,2017,The Emoji Movie,Sony,228370,220
41,2017,The Fencer,CFI,454,1
41,2017,The Florida Project,A24,515815,33
41,2017,The Force (2017),KL,1588,3
41,2017,The Foreigner,STX,17394253,2515
41,2017,The Hitman's Bodyguard,LG/S,112710,165
41,2017,The King's Choice,Gold.,19363,9
41,2017,The Last Dalai Lama?,Mats.,3693,2
41,2017,The LEGO Ninjago Movie,WB,5220813,3053
41,2017,The Midwife,MBox,3063,3
41,2017,The Mountain Between Us,Fox,7925963,3259
41,2017,The Nile Hilton Incident,Strand,2297,2
41,2017,The Paris Opera,FM,3338,2
41,2017,The Stray,Purd.,426402,430
41,2017,The Teacher,FM,4177,2
41,2017,The Trip to Spain,IFC,14066,10
41,2017,The Unknown Girl,IFC,3399,6
41,2017,The Untamed,Strand,754,2
41,2017,The Villainess,WGUSA,114,1
41,2017,The Women's Balcony,Men.,2194,3
41,2017,Til Death Do Us Part,NN,368390,310
41,2017,Time to Die,FM,491,3
41,2017,Tom of Finland,KL,33330,1
41,2017,Trafficked,EpicPics,5038,5
41,2017,Trophy,Orch.,1005,5
41,2017,Tulip Fever,Wein.,3581,6
41,2017,Una,EF,7507,2
41,2017,Under the Sea 3D,WB,2599,3
41,2017,Viceroy's House,IFC,26818,27
41,2017,Victoria and Abdul,Focus,4483590,900
41,2017,Walk With Me,Gathr,51362,35
41,2017,Walking Out,IFC,22996,14
41,2017,War for the Planet of the Apes,Fox,87945,100
41,2017,WASTED! The Story of Food Waste,Super,25865,11
41,2017,Wind River,Wein.,158020,194
41,2017,Wolf Warrior 2,HC,66,1
41,2017,Wonder Woman,WB,63077,118
40,2017,13 Minutes,SPC,796,4
40,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,2407,2
40,2017,47 Meters Down,ENTMP,3569,7
40,2017,A Beautiful Planet,Imax,42907,15
40,2017,A Question Of Faith,PFR,706038,608
40,2017,A Taxi Driver,WGUSA,53,7
40,2017,All Saints,Sony,30616,65
40,2017,American Assassin,LGF,2021232,1656
40,2017,American Made,Uni.,12357905,3031
40,2017,Annabelle: Creation,WB (NL),176402,188
40,2017,Architects of Denial,Da.,65424,11
40,2017,Baby Driver,TriS,77664,95
40,2017,Battle of the Sexes,FoxS,3745688,1822
40,2017,Beach Rats,Neon,16134,14
40,2017,Because of Gracia,AAE,250,1
40,2017,Bending the Arc,Abr.,5661,2
40,2017,Better Watch Out,WGUSA,16557,25
40,2017,Blade Runner 2049,WB,45478387,4058
40,2017,Bobbi Jene,Osci.,2076,2
40,2017,Born to Be Wild (IMAX),WB,7158,6
40,2017,Brad's Status,Annapurna,171527,247
40,2017,Brigsby Bear,SPC,2218,2
40,2017,California Typewriter,Grav.,8067,11
40,2017,Captain Underpants: The First Epic Movie,Fox,16850,25
40,2017,Cars 3,BV,164025,131
40,2017,Charged,Gathr,1180,1
40,2017,Chasing the Dragon,WGUSA,138746,31
40,2017,Chavela,MBox,37150,5
40,2017,City of Rock,WGUSA,179343,43
40,2017,Columbus,INDEP,50783,38
40,2017,Dawson City: Frozen Time,KL,3439,3
40,2017,Demons,Uncork'd,1427,1
40,2017,Despicable Me 3,Uni.,422105,304
40,2017,Detroit,Annapurna,3205,11
40,2017,Dina,Orch.,7002,1
40,2017,Dolores,PBS,83836,29
40,2017,Dunkirk,WB,362886,313
40,2017,Earth: One Amazing Day,BBC,79593,70
40,2017,Ex Libris: The New York Public Library,Zipp.,26750,15
40,2017,Faces Places,Cohen,50122,5
40,2017,Flatliners (2017),Sony,5598369,2552
40,2017,Friend Request,ENTMP,98506,154
40,2017,Girls Trip,Uni.,63530,90
40,2017,Good Time,A24,21302,6
40,2017,Gook,Gold.,1786,4
40,2017,Hidden Figures,Fox,1282,1
40,2017,Home Again,ORF,848680,1003
40,2017,Hubble 3D,WB,1381,0
40,2017,In Pursuit of Silence,CGld,1534,1
40,2017,Ingrid Goes West,Neon,5502,10
40,2017,Island of Lemurs: Madagascar (IMAX),WB,10706,3
40,2017,It,WB (NL),13601043,3605
40,2017,Journey to the South Pacific,Imax,22498,2
40,2017,Judwaa 2,FIP,430712,192
40,2017,Kidnap (2017),Aviron,73706,77
40,2017,Kingsman: The Golden Circle,Fox,12472615,3488
40,2017,Leap!,Wein.,321496,401
40,2017,Logan Lucky,BST,27024,61
40,2017,Lost in Paris,Osci.,6896,10
40,2017,"Love, Kennedy",Purd.,1558,2
40,2017,Loving Vincent,Good Deed,298750,28
40,2017,Lucky (2017),Magn.,166492,34
40,2017,Machines,KL,205,1
40,2017,Man from Outerspace,Indic.,1658,2
40,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,6705,10
40,2017,Marjorie Prime,FR,3442,2
40,2017,Mark Felt: The Man Who Brought Down the White House,SPC,84216,17
40,2017,Maudie,SPC,10321,16
40,2017,May It Last: A Portrait Of The Avett Brothers,Osci.,12902,15
40,2017,Memoir of a Murderer,WGUSA,212,1
40,2017,Menashe,A24,15956,11
40,2017,mother!,Par.,596868,481
40,2017,My Little Pony: The Movie,LGF,11513434,2528
40,2017,Overdrive,VE,7793,20
40,2017,Paradise (2017),FM,4509,1
40,2017,Paradise Club,Indic.,3814,3
40,2017,Patti Cake$,FoxS,3845,6
40,2017,Pearl Jam - Let's Play Two,Abr.,22966,9
40,2017,Polina,Osci.,2430,4
40,2017,Pop Aye,KL,4452,3
40,2017,Rat Film,CGld,2714,4
40,2017,Rebel in the Rye,IFC,18285,30
40,2017,Red Christmas,Artsploitati,510,2
40,2017,Ribbons,Indic.,3599,3
40,2017,Rumble: The Indians Who Rocked The World,KL,4274,6
40,2017,Saving Brinton,BOP,2045,1
40,2017,School Life,Magn.,5982,12
40,2017,Signature Move,Newcity,2202,1
40,2017,Simple Creature,Indic.,275,1
40,2017,So B. It,Good Deed,8475,2
40,2017,Space Station 3-D (IMAX),Imax,1525,2
40,2017,Spettacolo,Ghop,4139,3
40,2017,Spider-Man: Homecoming,Sony,392324,326
40,2017,Step (2017),FoxS,3360,5
40,2017,Stronger,RAtt.,431984,335
40,2017,Super Dark Times,Orch.,3401,5
40,2017,Take Every Wave: The Life of Liard Hamilton,IFC,40625,12
40,2017,Te Ata,Pala.,29547,43
40,2017,The Big Sick,LGF,31198,34
40,2017,The Boss Baby,Fox,375,2
40,2017,The Challenge (2017),KL,443,2
40,2017,The Dark Tower,Sony,78054,114
40,2017,The Emoji Movie,Sony,338692,254
40,2017,The Fencer,CFI,1153,2
40,2017,The Florida Project,A24,222808,4
40,2017,The Force (2017),KL,1150,2
40,2017,The Glass Castle,LGF,80328,113
40,2017,The Hero,Orch.,967,2
40,2017,The Hitman's Bodyguard,LG/S,252213,314
40,2017,The King's Choice,Gold.,30790,10
40,2017,The Last Dalai Lama?,Mats.,6443,6
40,2017,The LEGO Ninjago Movie,WB,10189026,3611
40,2017,The Little Hours,G&S,1081,2
40,2017,The Midwife,MBox,4785,2
40,2017,The Mountain Between Us,Fox,14852922,3088
40,2017,The Nile Hilton Incident,Strand,651,2
40,2017,The Stray,Purd.,904993,640
40,2017,The Teacher,FM,3648,3
40,2017,The Tiger Hunter,Shout!,1266,2
40,2017,The Trip to Spain,IFC,28571,15
40,2017,The Unknown Girl,IFC,10610,11
40,2017,The Villainess,WGUSA,267,4
40,2017,The Women's Balcony,Men.,3125,3
40,2017,The Wound,KL,2429,2
40,2017,Til Death Do Us Part,NN,1019922,550
40,2017,Time to Die,FM,727,1
40,2017,Trafficked,EpicPics,14660,17
40,2017,Trophy,Orch.,1934,16
40,2017,Tulip Fever,Wein.,9982,12
40,2017,Una,EF,7661,1
40,2017,Under the Sea 3D,WB,3016,4
40,2017,Unrest,INDEP,3471,4
40,2017,Viceroy's House,IFC,83966,68
40,2017,Victoria and Abdul,Focus,6411550,732
40,2017,Walk With Me,Gathr,53110,36
40,2017,Walking Out,IFC,19859,2
40,2017,War for the Planet of the Apes,Fox,110987,121
40,2017,Wind River,Wein.,320921,356
40,2017,Wish Upon,BG,1829,4
40,2017,Wonder Woman,WB,124722,155
40,2017,Woodshock,A24,2884,9
39,2017,13 Minutes,SPC,540,1
39,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,2063,2
39,2017,30-Love,N/A,4392,1
39,2017,47 Meters Down,ENTMP,18199,28
39,2017,A Beautiful Planet,Imax,40483,15
39,2017,A Question Of Faith,PFR,1335256,661
39,2017,A Taxi Driver,WGUSA,5698,7
39,2017,All Saints,Sony,92444,182
39,2017,American Assassin,LGF,4512696,3020
39,2017,American Made,Uni.,22371960,3024
39,2017,Annabelle: Creation,WB (NL),374061,385
39,2017,Baby Driver,TriS,180416,177
39,2017,Battle of the Sexes,FoxS,4601058,1213
39,2017,Beach Rats,Neon,29497,20
39,2017,Beatriz At Dinner,RAtt.,2150,3
39,2017,Because of Gracia,AAE,3024,9
39,2017,Bobbi Jene,Osci.,3825,1
39,2017,Born to Be Wild (IMAX),WB,4302,6
39,2017,Brad's Status,Annapurna,551865,453
39,2017,Brigsby Bear,SPC,3225,5
39,2017,Bugs,KL,1788,1
39,2017,California Typewriter,Grav.,29221,20
39,2017,Captain Underpants: The First Epic Movie,Fox,19956,40
39,2017,Cars 3,BV,69366,88
39,2017,Charged,Gathr,1226,1
39,2017,Chasing the Dragon,WGUSA,221727,52
39,2017,Chavela,MBox,4053,4
39,2017,Columbus,INDEP,83486,51
39,2017,Crown Heights,IFC,1451,3
39,2017,Dawson City: Frozen Time,KL,1789,2
39,2017,Demons,Uncork'd,1244,1
39,2017,Despicable Me 3,Uni.,443010,419
39,2017,Detroit,Annapurna,6165,21
39,2017,Dolores,PBS,76866,27
39,2017,Dunkirk,WB,486340,401
39,2017,Ex Libris: The New York Public Library,Zipp.,14050,10
39,2017,Flatliners (2017),Sony,8529602,2552
39,2017,Friend Request,ENTMP,942213,2081
39,2017,Girls Trip,Uni.,151875,179
39,2017,Good Time,A24,6961,13
39,2017,Gook,Gold.,1987,4
39,2017,Hazlo Como Hombre (Do It Like An Hombre),PNT,48727,68
39,2017,Hidden Figures,Fox,536,1
39,2017,Home Again,ORF,2359781,2370
39,2017,Hubble 3D,WB,1565,1
39,2017,Il Boom (2017 re-release),Rialto,2351,1
39,2017,In Pursuit of Silence,CGld,1928,1
39,2017,Ingrid Goes West,Neon,23561,48
39,2017,Island of Lemurs: Madagascar (IMAX),WB,10865,3
39,2017,It,WB (NL),21405688,3917
39,2017,Jeepers Creepers 3,Scre.,461399,669
39,2017,Journey to the South Pacific,Imax,17093,2
39,2017,Judwaa 2,FIP,871989,192
39,2017,Kidnap (2017),Aviron,19537,68
39,2017,Kingsman: The Golden Circle,Fox,22162837,4038
39,2017,Lady Macbeth,RAtt.,2721,6
39,2017,Last Rampage,EpicPics,983,1
39,2017,Leap!,Wein.,577819,730
39,2017,Lemon,Magn.,722,2
39,2017,Logan Lucky,BST,121934,200
39,2017,Lost in Paris,Osci.,11300,15
39,2017,"Love, Kennedy",Purd.,2795,3
39,2017,Loving Vincent,Good Deed,83516,4
39,2017,Lucky (2017),Magn.,80579,5
39,2017,Man from Outerspace,Indic.,2600,2
39,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,9707,9
39,2017,Marjorie Prime,FR,8767,5
39,2017,Mark Felt: The Man Who Brought Down the White House,SPC,49096,5
39,2017,Maudie,SPC,17243,18
39,2017,May It Last: A Portrait Of The Avett Brothers,Osci.,3632,5
39,2017,Memoir of a Murderer,WGUSA,5106,3
39,2017,Menashe,A24,23093,29
39,2017,Moka,FM,52,1
39,2017,mother!,Par.,2048690,1840
39,2017,Mully,Fathom,1489771,738
39,2017,Napping Princess,GK,8459,4
39,2017,Paradise Club,Indic.,2070,2
39,2017,Patti Cake$,FoxS,3875,7
39,2017,Pearl Jam - Let's Play Two,Abr.,324891,201
39,2017,Polina,Osci.,5916,10
39,2017,Pop Aye,KL,633,1
39,2017,Rat Film,CGld,1925,1
39,2017,Rebel in the Rye,IFC,54734,71
39,2017,Red Christmas,Artsploitati,100,1
39,2017,Ribbons,Indic.,6113,3
39,2017,Rumble: The Indians Who Rocked The World,KL,1244,3
39,2017,Saving Brinton,BOP,7455,3
39,2017,School Life,Magn.,5220,10
39,2017,Shubh Mangal Saavdhan,Eros,7898,80
39,2017,Signature Move,Newcity,23674,1
39,2017,Simple Creature,Indic.,1034,2
39,2017,Slack Bay,KL,140,1
39,2017,Space Station 3-D (IMAX),Imax,810,2
39,2017,Spider-Man: Homecoming,Sony,734787,679
39,2017,Step (2017),FoxS,10182,8
39,2017,Stronger,RAtt.,1250296,645
39,2017,Super Dark Times,Orch.,27606,21
39,2017,Take Every Wave: The Life of Liard Hamilton,IFC,15805,1
39,2017,Te Ata,Pala.,31651,14
39,2017,The Big Sick,LGF,60244,81
39,2017,The Boss Baby,Fox,18849,32
39,2017,The Challenge (2017),KL,584,1
39,2017,The Dark Tower,Sony,160982,233
39,2017,The Emoji Movie,Sony,315816,370
39,2017,The Fencer,CFI,3427,4
39,2017,The Force (2017),KL,1393,2
39,2017,The Glass Castle,LGF,95537,136
39,2017,The Hero,Orch.,111,1
39,2017,The Hitman's Bodyguard,LG/S,906544,1119
39,2017,The King's Choice,Gold.,18882,5
39,2017,The Last Dalai Lama?,Mats.,12289,8
39,2017,The LEGO Ninjago Movie,WB,13517598,4047
39,2017,The Little Hours,G&S,1594,3
39,2017,The Midwife,MBox,9463,8
39,2017,The Nile Hilton Incident,Strand,930,1
39,2017,The Pathological Optimist,TFA,6522,1
39,2017,The Teacher,FM,1164,2
39,2017,The Tiger Hunter,Shout!,10106,23
39,2017,The Trip to Spain,IFC,23884,30
39,2017,The Unknown Girl,IFC,31038,28
39,2017,The Untamed,Strand,187,1
39,2017,The Villainess,WGUSA,1383,4
39,2017,The Women's Balcony,Men.,3417,3
39,2017,The Wound,KL,147,1
39,2017,Til Death Do Us Part,NN,1920047,562
39,2017,Time to Die,FM,159,1
39,2017,Trophy,Orch.,3940,21
39,2017,Tulip Fever,Wein.,30636,42
39,2017,Under the Sea 3D,WB,2774,4
39,2017,Unrest,INDEP,23017,8
39,2017,Viceroy's House,IFC,163629,105
39,2017,Victoria and Abdul,Focus,1595049,77
39,2017,Walk With Me,Gathr,51772,37
39,2017,War for the Planet of the Apes,Fox,182425,204
39,2017,"We Love You, Sally Carmichael!",Purd.,563,1
39,2017,Whose Streets?,Magn.,5467,9
39,2017,Wind River,Wein.,837425,892
39,2017,Wish Upon,BG,6589,11
39,2017,Wolf Warrior 2,HC,334,1
39,2017,Wonder Woman,WB,233496,261
39,2017,Woodshock,A24,23811,39
38,2017,13 Minutes,SPC,288,1
38,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,1351,2
38,2017,47 Meters Down,ENTMP,37736,56
38,2017,A Beautiful Planet,Imax,38814,15
38,2017,A Ghost Story,A24,3850,5
38,2017,A Taxi Driver,WGUSA,13642,7
38,2017,After Love,Distrib.,264,1
38,2017,All Saints,Sony,191143,293
38,2017,American Assassin,LGF,8619122,3154
38,2017,Annabelle: Creation,WB (NL),890334,682
38,2017,Atomic Blonde,Focus,119110,153
38,2017,Baby Driver,TriS,327088,252
38,2017,Battle of the Sexes,FoxS,676733,21
38,2017,Beach Rats,Neon,66762,44
38,2017,Beatriz At Dinner,RAtt.,7796,9
38,2017,Because of Gracia,AAE,24031,20
38,2017,Birth of the Dragon,BH Tilt,21505,47
38,2017,Bobbi Jene,Osci.,11079,1
38,2017,Born to Be Wild (IMAX),WB,3813,7
38,2017,Brad's Status,Annapurna,1252207,453
38,2017,Brigsby Bear,SPC,1465,6
38,2017,California Typewriter,Grav.,29184,16
38,2017,Captain Underpants: The First Epic Movie,Fox,39959,63
38,2017,Cars 3,BV,97376,114
38,2017,Columbus,INDEP,111564,57
38,2017,Crown Heights,IFC,1982,5
38,2017,Dawson City: Frozen Time,KL,1446,3
38,2017,Deep Sea 3D (IMAX),WB,725,3
38,2017,Despicable Me 3,Uni.,601445,539
38,2017,Detroit,Annapurna,14969,44
38,2017,Dolores,PBS,111635,27
38,2017,Dunkirk,WB,841642,678
38,2017,Elizabeth Blue,Global Digit,6534,10
38,2017,Ex Libris: The New York Public Library,Zipp.,27837,4
38,2017,Friend Request,ENTMP,2682957,2573
38,2017,Girls Trip,Uni.,314440,313
38,2017,Good Time,A24,27707,24
38,2017,Gook,Gold.,3491,7
38,2017,Harold and Lillian: A Hollywood Love Story,Zeit.,334,1
38,2017,Hazlo Como Hombre (Do It Like An Hombre),PNT,72020,50
38,2017,Hidden Figures,Fox,4250,1
38,2017,Home Again,ORF,4389734,2685
38,2017,Hubble 3D,WB,723,1
38,2017,I am the Blues,FM,1864,2
38,2017,Il Boom (2017 re-release),Rialto,1518,1
38,2017,Ingrid Goes West,Neon,39821,50
38,2017,Island of Lemurs: Madagascar (IMAX),WB,11527,3
38,2017,It,WB (NL),37533909,4007
38,2017,Jeepers Creepers 3,Scre.,1773763,635
38,2017,Journey to the South Pacific,Imax,6616,2
38,2017,Kidnap (2017),Aviron,58072,134
38,2017,Kingsman: The Golden Circle,Fox,49701588,4003
38,2017,Lady Macbeth,RAtt.,13969,14
38,2017,Landline,Magn.,840,4
38,2017,Last Rampage,EpicPics,5311,18
38,2017,Le Trou (2017 re-release),Rialto,1401,3
38,2017,Leap!,Wein.,1124656,1301
38,2017,Lemon,Magn.,507,3
38,2017,L'important C'est D'aimer (2017 Re-Release),Rialto,2144,2
38,2017,Logan Lucky,BST,344436,397
38,2017,Lost in Paris,Osci.,21012,14
38,2017,"Love, Kennedy",Purd.,2740,2
38,2017,Loving Vincent,Good Deed,36806,1
38,2017,Machines,KL,1180,1
38,2017,Man from Outerspace,Indic.,1616,2
38,2017,Manolo: The Boy Who Made Shoes for Lizards,MBox,19616,11
38,2017,Marjorie Prime,FR,10107,7
38,2017,Maudie,SPC,35626,44
38,2017,May It Last: A Portrait Of The Avett Brothers,Osci.,13874,17
38,2017,Memoir of a Murderer,WGUSA,13885,6
38,2017,Menashe,A24,65711,50
38,2017,Moka,FM,835,2
38,2017,mother!,Par.,4691828,2368
38,2017,Napping Princess,GK,3655,10
38,2017,Paradise Club,Indic.,2176,2
38,2017,Paris Can Wait,SPC,1998,1
38,2017,Patti Cake$,FoxS,7365,11
38,2017,Polina,Osci.,21378,20
38,2017,Rebel in the Rye,IFC,107992,82
38,2017,Red Christmas,Artsploitati,189,1
38,2017,Ribbons,Indic.,9730,5
38,2017,Rumble: The Indians Who Rocked The World,KL,9276,12
38,2017,School Life,Magn.,13902,13
38,2017,Shot,Pala.,4701,10
38,2017,Shubh Mangal Saavdhan,Eros,29666,80
38,2017,Simple Creature,Indic.,1353,2
38,2017,Space Station 3-D (IMAX),Imax,1354,2
38,2017,Spettacolo,Ghop,1977,3
38,2017,Spider-Man: Homecoming,Sony,1324655,1006
38,2017,Step (2017),FoxS,11564,12
38,2017,Steve McQueen: American Icon,Fathom,1229782,787
38,2017,Stronger,RAtt.,2242077,573
38,2017,Terminator 2: Judgment Day 3D,Distrib.,4333,3
38,2017,The Adventurers,WGUSA,5650,2
38,2017,The Big Sick,LGF,142362,122
38,2017,The Boss Baby,Fox,649,5
38,2017,The Challenge (2017),KL,694,1
38,2017,The Dark Tower,Sony,274673,358
38,2017,The Emoji Movie,Sony,500862,573
38,2017,The Fencer,CFI,4841,4
38,2017,The Force (2017),KL,15884,4
38,2017,The Glass Castle,LGF,172858,219
38,2017,The Hero,Orch.,760,1
38,2017,The Hitman's Bodyguard,LG/S,2197149,2037
38,2017,The King's Choice,Gold.,13068,2
38,2017,The Last Dalai Lama?,Mats.,17475,18
38,2017,The LEGO Ninjago Movie,WB,23556065,4047
38,2017,The Little Hours,G&S,6657,9
38,2017,The Midwife,MBox,19983,24
38,2017,The Nile Hilton Incident,Strand,4139,4
38,2017,The Nut Job 2: Nutty by Nature,ORF,175090,341
38,2017,The Only Living Boy in New York,RAtt.,2293,6
38,2017,The Teacher,FM,411,1
38,2017,The Tiger Hunter,Shout!,51026,42
38,2017,The Trip to Spain,IFC,83127,53
38,2017,The Unknown Girl,IFC,39041,23
38,2017,The Women's Balcony,Men.,5311,6
38,2017,Time to Die,FM,2092,3
38,2017,To the Arctic (IMAX),WB,47,1
38,2017,Trophy,Orch.,6899,19
38,2017,Tulip Fever,Wein.,52770,90
38,2017,Under the Sea 3D,WB,3362,3
38,2017,Unrest,INDEP,13593,1
38,2017,Viceroy's House,IFC,257577,116
38,2017,Victoria and Abdul,Focus,220345,4
38,2017,Walk With Me,Gathr,60338,34
38,2017,War for the Planet of the Apes,Fox,330205,306
38,2017,"We Love You, Sally Carmichael!",Purd.,2078,2
38,2017,Whose Streets?,Magn.,7770,13
38,2017,Wind River,Wein.,1801610,1431
38,2017,Wish Upon,BG,15820,25
38,2017,Wolf Warrior 2,HC,5039,3
38,2017,Wonder Woman,WB,428236,355
38,2017,Woodshock,A24,15908,3
37,2017,13 Minutes,SPC,1998,4
37,2017,30 Years of Garbage: The Garbage Pail Kids Story,Indic.,1411,2
37,2017,47 Meters Down,ENTMP,61924,96
37,2017,A Beautiful Planet,Imax,39541,15
37,2017,A Ghost Story,A24,8867,13
37,2017,A Taxi Driver,WGUSA,35347,14
37,2017,Abracadabra,Sony,3470,10
37,2017,After Love,Distrib.,1767,1
37,2017,All Saints,Sony,585072,750
37,2017,American Assassin,LGF,19929459,3154
37,2017,Annabelle: Creation,WB (NL),3076335,2117
37,2017,Atomic Blonde,Focus,274100,270
37,2017,Baby Driver,TriS,433152,381
37,2017,Beach Rats,Neon,105019,67
37,2017,Beatriz At Dinner,RAtt.,15101,12
37,2017,Because of Gracia,AAE,63573,32
37,2017,Birth of the Dragon,BH Tilt,170255,275
37,2017,Born to Be Wild (IMAX),WB,5872,7
37,2017,Brad's Status,Annapurna,113337,4
37,2017,Brigsby Bear,SPC,5963,14
37,2017,Bronx Gothic,Ghop,1968,3
37,2017,California Typewriter,Grav.,31994,18
37,2017,Captain Underpants: The First Epic Movie,Fox,57069,83
37,2017,Cars 3,BV,212147,259
37,2017,Clarence (2017),Indic.,529,1
37,2017,Clash,KL,382,1
37,2017,Columbus,INDEP,123340,63
37,2017,Crown Heights,IFC,9896,24
37,2017,Dawson City: Frozen Time,KL,1818,5
37,2017,Dayveon,FR,2077,3
37,2017,Deep Sea 3D (IMAX),WB,507,1
37,2017,Despicable Me 3,Uni.,1066470,983
37,2017,Detroit,Annapurna,38238,91
37,2017,Dolores,PBS,104248,20
37,2017,Dunkirk,WB,1872655,1478
37,2017,Ex Libris: The New York Public Library,Zipp.,18819,1
37,2017,Extraordinary Ordinary People,FRun,880,1
37,2017,Girls Trip,Uni.,811415,733
37,2017,Good Time,A24,50235,29
37,2017,Gook,Gold.,13380,16
37,2017,Guardians of the Galaxy Vol. 2,BV,35237,80
37,2017,"Hare Krishna! The Mantra, the Movement and the Swami Who Started it All",Abr.,49934,54
37,2017,Harold and Lillian: A Hollywood Love Story,Zeit.,539,1
